Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
"PI040297AD5I205951. FuturePractice:,Id:691,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:< 5%,Id:4059,Name:Sealed surfaces (roads, buildings)],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Field or grazing pasture,Latitude:56.4821129,Longitude:-3.12630939,ParcelSize:> 10 ha,Photos:,SensorId:WW1,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:S,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T13:16:09.15407+00:",56.482,-3.125,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_b0jtyfmz,2019-02-18T12:21:03.000Z,2019-09-13T14:49:50.000Z
PI040298AD5I209391,55.257,-7.284,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ym2bsaa3,2019-03-21T15:59:51.000Z,2019-08-12T09:09:02.000Z
PI040298AD5I206806,52.584,-7.314,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5gv85pe3,2019-03-22T13:05:14.000Z,2019-03-22T14:20:14.000Z
PI040298AD5J214625,52.57,-7.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jr40b1ks,2019-03-22T12:23:20.000Z,2019-03-22T12:38:20.000Z
PI040298AA3I001679,52.947,-8.035,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_80qtw9pp,2019-02-23T17:27:28.000Z,2019-04-12T08:41:58.000Z
PI040298AD5J214441,52.579,-7.309,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c1mge3f2,2019-03-22T14:09:42.000Z,2019-10-30T08:27:01.000Z
PI040298AD5I206806,52.584,-7.313,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qzb6818q,2019-03-22T14:20:11.000Z,2019-10-30T08:51:43.000Z
PI040298AD5J214625,52.579,-7.308,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fnj17gww,2019-03-22T14:08:16.000Z,2019-07-12T07:16:27.000Z
PI040298AD5I207777,52.581,-7.309,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_243vtk0h,2019-03-22T14:20:33.000Z,2019-10-30T08:35:09.000Z
PI040298AD5I208543,52.58,-7.309,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_m7gef57c,2019-03-22T14:16:20.000Z,2019-05-23T07:13:28.000Z
PI040298AD5I211171,52.581,-7.31,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vb7b6137,2019-03-22T14:09:42.000Z,2019-10-02T08:06:39.000Z
PI040298AD5I212462,52.524,-7.901,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s7b5t1gs,2019-03-24T16:23:08.000Z,2019-04-13T13:51:56.000Z
PI040298AD5I211791,52.523,-7.902,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_n2tp5918,2019-03-24T15:57:00.000Z,2019-04-06T17:11:16.000Z
PI040298AD5I210948,52.253,-7.186,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cbbp99d7,2019-03-25T15:50:14.000Z,2019-03-25T16:50:14.000Z
PI040298AA3I002772,52.947,-8.038,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6wn1yz0g,2019-03-26T14:58:35.000Z,2019-04-11T13:43:01.000Z
PI040298AD5I209200,56.72,-2.75,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9ebms37x,2019-01-21T17:04:06.000Z,2019-09-25T07:56:46.000Z
PI040297AA3L024781,55.831,-3.224,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6sk90442,2019-03-25T17:34:29.000Z,2019-09-28T23:09:22.000Z
PI040298AD5I211364,56.717,-2.776,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_e7v99r7p,2019-02-18T09:23:53.000Z,2019-06-28T07:19:03.000Z
PI040298AD5I211982,56.727,-2.756,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gykbmzy5,2019-01-21T16:43:25.000Z,2019-10-05T16:34:05.000Z
PI040298AD5I213091,56.729,-2.753,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_eff1pvqv,2019-01-21T16:28:54.000Z,2019-06-26T14:09:07.000Z
PI040298AD5I213083,56.728,-2.755,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_apyvf7wx,2019-03-26T03:22:36.000Z,2019-06-26T14:23:45.000Z
PI040298AA3I002968,52.947,-8.039,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_v810ds0z,2019-03-26T15:10:57.000Z,2019-04-11T13:55:31.000Z
PI040298AD5I212961,52.865,-6.878,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ab4w4qe9,2019-03-14T14:50:27.000Z,2019-07-16T14:14:45.000Z
PI040298AD5I213069,52.932,-6.94,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6vawxymx,2019-03-29T15:31:07.000Z,2019-10-22T08:49:36.000Z
PI040298AD5I212997,52.931,-6.942,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7n81xcbx,2019-03-29T14:44:34.000Z,2019-10-22T08:48:32.000Z
PI040298AD5I213147,52.932,-6.942,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3758n6kk,2019-03-29T14:36:28.000Z,2019-10-22T08:54:42.000Z
PI040298AD5I213251,52.933,-6.941,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tjpzdmn4,2019-03-29T15:19:27.000Z,2019-10-22T08:52:26.000Z
PI040298AD5I212419,52.932,-6.941,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_atsws20q,2019-03-29T15:04:22.000Z,2019-09-27T13:54:51.000Z
PI040298AD5I212607,52.931,-6.94,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sewdbzf6,2019-03-29T14:56:35.000Z,2019-10-22T08:59:17.000Z
PI040298AD5I209496,56.506,-3.252,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fwbexj8r,2019-01-08T23:31:48.000Z,2019-08-02T15:27:21.000Z
PI040298AD5I205957,56.507,-3.252,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kg3s8r48,2019-01-08T22:36:19.000Z,2019-03-30T17:21:18.000Z
PI040298AD5I206465,56.508,-3.254,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_j16rncm8,2019-01-08T22:17:54.000Z,2019-08-27T00:23:20.000Z
PI040298AD5I205843,56.506,-3.25,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4gz8rjb5,2019-01-08T21:34:51.000Z,2019-03-29T13:34:51.000Z
PI040298AD5I211260,56.507,-3.251,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0kktvtkz,2019-01-08T21:12:20.000Z,2019-03-29T13:12:20.000Z
PI040298AD5I208795,56.508,-3.253,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7rt5xyb7,2019-01-08T20:51:30.000Z,2019-08-27T00:25:25.000Z
PI040298AD5I208481,56.508,-3.252,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kdzfhtat,2019-01-08T20:59:30.000Z,2019-03-29T12:59:30.000Z
PI040298AD5I211294,52.98,-7.019,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8tnq60jh,2019-03-29T17:57:49.000Z,2019-09-16T17:20:25.000Z
PI040298AD5I213179,52.981,-7.018,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dm3dzxp2,2019-03-29T17:53:24.000Z,2019-10-15T13:46:08.000Z
PI040298AD5I212833,52.98,-7.018,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_06mkyyrf,2019-03-29T17:49:57.000Z,2019-10-15T13:50:42.000Z
PI040298AD5I213145,52.98,-7.02,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c961pczr,2019-03-29T18:25:51.000Z,2019-10-15T13:59:37.000Z
PI040298AD5G203791,52.979,-7.019,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_r2v3qsk6,2019-03-29T18:17:11.000Z,2019-09-16T17:21:31.000Z
PI040298AD5I212041,52.979,-7.017,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xw7sbx88,2019-03-29T17:44:40.000Z,2019-10-15T14:03:23.000Z
PI040298AD5I213335,52.979,-7.018,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ak3zvyq7,2019-03-29T18:12:48.000Z,2019-10-15T14:00:46.000Z
PI040298AD5I210241,52.98,-7.017,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3r60jh22,2019-03-29T17:31:29.000Z,2019-09-16T17:07:23.000Z
PI040298AD5I207985,52.711,-7.11,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_08my59m0,2019-03-29T13:47:37.000Z,2019-03-30T09:47:37.000Z
PI040298AD5I211333,56.507,-3.254,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3mbnbzyy,2019-01-10T18:49:51.000Z,2019-08-27T00:27:46.000Z
PI040298AD5I213334,52.865,-6.879,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_aq6r0gat,2019-03-14T13:52:48.000Z,2019-10-17T13:21:20.000Z
PI040298AD5I211369,56.718,-2.778,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dzk302rz,2019-02-18T09:37:37.000Z,2019-06-28T10:35:28.000Z
PI040298AD5I211468,56.719,-2.779,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5m4v9q7j,2019-03-29T16:31:14.000Z,2019-06-28T10:27:02.000Z
PI040298AD5I214092,52.933,-6.942,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8pfb2v8k,2019-03-29T14:13:17.000Z,2019-10-22T09:04:21.000Z
PI040298AD5I210746,52.932,-6.943,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jjmxgyed,2019-03-29T14:14:10.000Z,2019-10-22T08:47:23.000Z
PI040298AD5I211642,52.931,-6.943,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s3p58gds,2019-03-29T14:00:40.000Z,2019-10-22T08:51:18.000Z
PI040298AD5J215158,52.481,-6.913,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jahz8zdn,2019-01-19T13:24:27.000Z,2019-04-05T10:52:09.000Z
PI040298AD5J215120,52.468,-6.917,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8vzj7v0x,2019-01-19T12:49:28.000Z,2019-03-31T12:02:17.000Z
PI040298AD5J215020,52.482,-6.914,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mhrck1v5,2019-01-19T12:24:20.000Z,2019-03-31T12:06:40.000Z
PI040298AD5I211361,56.513,-2.809,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w6ss1gg0,2019-04-10T21:25:25.000Z,2019-08-06T16:15:22.000Z
PI040298AD5I213084,56.512,-2.806,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bkfbb3vd,2019-01-24T03:09:40.000Z,2019-08-06T16:02:59.000Z
PI040298AD5I206751,56.625,-3.17,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vjp413cc,2019-04-14T11:53:20.000Z,2019-04-14T12:08:20.000Z
PI040298AD5I209347,56.622,-3.14,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_awnc8zga,2019-04-14T12:37:56.000Z,2019-04-14T12:52:56.000Z
,56.626,-3.17,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_r88q0jc7,2019-04-14T11:30:28.000Z,2019-04-14T15:00:28.000Z
PI040298AD5I211985,56.517,-2.926,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_76rtmbc4,2019-01-28T00:04:42.000Z,2019-08-02T13:09:01.000Z
PI040298AD5G201429,56.513,-2.806,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t2eg9vm0,2019-04-20T12:40:19.000Z,2019-08-06T15:50:40.000Z
PI040298AD5I213753,52.857,-6.659,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vegekv8a,2018-12-19T15:44:16.000Z,2019-03-23T11:20:21.000Z
PI040298AD5I210863,52.856,-6.659,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_aqk3f6c8,2018-12-19T15:58:22.000Z,2019-04-16T08:53:49.000Z
PI040298AD5I210797,55.698,-3.992,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hj008mtt,2019-04-29T17:42:42.000Z,2019-05-13T13:12:14.000Z
PI040297AD5I207126,56.551,-3.454,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1bwwc9t6,2019-04-28T16:06:36.000Z,2019-04-28T20:36:39.000Z
PI040298AA4E057568,54.262,-6.089,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pyn6kfq2,2019-05-10T11:59:43.000Z,2019-05-15T16:59:25.000Z
PI040298AA4C055439,54.262,-6.09,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_daz4dh9c,2019-05-10T12:04:45.000Z,2019-07-23T16:31:04.000Z
PI040298AA4E057037,54.262,-6.091,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jg8tmzkk,2019-05-10T12:01:29.000Z,2019-05-24T14:00:48.000Z
PI040298AD5G203411,51.847,-2.939,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nnmm0kf6,2019-05-14T15:43:49.000Z,2019-05-18T10:13:41.000Z
PI040298AD5I210026,51.848,-2.94,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2mwr0a96,2019-05-14T15:05:28.000Z,2019-07-03T16:34:55.000Z
PI040298AD5I211880,51.378,-0.273,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y8q9r1b5,2019-05-18T13:56:36.000Z,2019-10-13T11:34:05.000Z
PI040298AD5I213489,51.849,-2.937,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1tahj6m0,2019-05-20T09:03:19.000Z,2019-06-21T07:46:29.000Z
PI040298AD5I206560,51.844,-2.942,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bzmq9g87,2019-05-14T17:32:51.000Z,2019-07-09T16:30:18.000Z
PI040298AD5I207546,51.849,-2.936,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6nfeks65,2019-05-17T14:47:37.000Z,2019-06-12T16:47:03.000Z
PI040298AD5I211366,56.516,-2.935,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6g4d9tqg,2019-04-22T08:05:45.000Z,2019-10-05T22:27:23.000Z
PI040298AD5I211980,56.513,-2.804,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wqfc3zt2,2019-05-25T04:17:53.000Z,2019-10-30T13:11:26.000Z
PI040298AD5I211817,56.516,-2.938,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vps3as31,2019-05-27T07:33:29.000Z,2019-10-05T22:30:33.000Z
PI040298AD5I213090,56.514,-2.805,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2v5fvtv7,2019-05-16T20:50:52.000Z,2019-10-21T14:13:26.000Z
PI040298AD5I211981,56.519,-2.931,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_55v55ckp,2019-05-27T08:55:43.000Z,2019-08-02T13:17:33.000Z
PI040298AD5I212274,53.444,-1.934,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_382aah4g,2019-05-23T16:16:24.000Z,2019-10-23T17:23:44.000Z
"PI040307AA4E029750. FuturePractice:,Id:737,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:26-50%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:< 5%,Id:4058,Name:Mulched ground,Additional:[],Cover:11-25%,Id:4059,Name:Sealed surfaces (roads, buildings)],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:51.1467857,Longitude:-0.337293118,ParcelSize:501  1000 sqm,Photos:,SensorId:Flowerwood 2,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-25T09:03:59.531931+00:",51.147,-0.337,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tknx3vcd,2019-05-24T09:25:58.000Z,2019-10-17T12:47:39.000Z
"PI040307AA4E027889. FuturePractice:,Id:738,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives),Other broad leaved and coniferous trees],Cover:51-75%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:< 5%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:< 5%,Id:4058,Name:Mulched ground],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:51.1467857,Longitude:-0.337293118,ParcelSize:501  1000 sqm,Photos:,SensorId:Flowerwood 1,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-high,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-25T09:10:24.370198+00:",51.147,-0.336,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h6zz54z2,2019-05-24T09:23:06.000Z,2019-09-05T08:32:38.000Z
PI040298AD5I212561,52.378,-7.843,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qx31mvkx,2019-05-24T14:35:56.000Z,2019-09-27T13:43:05.000Z
PI040298AD5I211042,52.379,-7.84,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mtsq14qq,2019-05-23T14:26:12.000Z,2019-08-14T14:05:43.000Z
PI040298AD5I211998,52.376,-7.843,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ny9kzj2e,2019-05-22T14:35:12.000Z,2019-08-14T13:39:42.000Z
PI040298AD5J215161,55.249,-7.264,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5s891d0r,2019-05-11T20:38:38.000Z,2019-05-30T16:53:38.000Z
"PI040307AA4E028489. FuturePractice:,Id:759,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives),Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:26-50%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:< 5%,Id:4058,Name:Mulched ground,Additional:[],Cover:< 5%,Id:4059,Name:Sealed surfaces (roads, buildings)],LandManagement:,LandUseArea:Urban central,LandUseSpot:Garden area,Latitude:52.9852142,Longitude:-1.15308583,ParcelSize:501  1000 sqm,Photos:,SensorId:87DC Edingley,SensorMissionManagement:true,SensorOnMulchedGround:true,SensorOvergrown:false,SensorShadedByTrees:false,SlopeAspect:E,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-30T09:48:49.775388+00:",52.985,-1.153,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t44w7q12,0001-01-01T00:00:00.000Z,0001-01-01T00:00:00.000Z
PI040307AA4E029529,51.442,-2.627,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_r7945wfs,2019-06-01T17:25:43.000Z,2019-10-02T16:17:33.000Z
PI040307AA4E029074,51.442,-2.626,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_180fpch8,2019-06-01T17:23:38.000Z,2019-09-19T17:17:39.000Z
PI040298AD5I212225,51.849,-2.939,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c7aqbs4j,2019-05-20T08:13:53.000Z,2019-06-02T11:43:53.000Z
PI040298AD5I213492,51.85,-2.941,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_v3hm8myg,2019-05-14T15:33:00.000Z,2019-07-27T17:59:28.000Z
PI040298AD5I209725,51.85,-2.942,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0rx3v69a,2019-05-14T15:23:54.000Z,2019-06-14T16:53:07.000Z
PI040298AD5J214939,52.583,-7.07,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9v139aey,2019-03-16T00:17:40.000Z,2019-06-03T10:47:40.000Z
PI040298AD5J214219,52.6,-7.097,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_srnpe0tr,2019-03-16T00:05:44.000Z,2019-06-03T10:35:44.000Z
PI040298AD5J214954,52.583,-7.071,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8wks5zz6,2019-03-16T00:38:14.000Z,2019-06-03T10:38:17.000Z
PI040298AD5I213806,52.244,-7.121,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_drss0fn2,2019-05-21T16:02:58.000Z,2019-09-28T11:58:07.000Z
PI040307AA4E027542,52.368,-1.278,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_53h2bpn0,2019-06-02T13:18:59.000Z,2019-10-12T14:54:47.000Z
PI040307AA4E029414,50.744,-3.49,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_v8pdmtbe,2019-05-28T13:09:18.000Z,2019-10-03T11:16:28.000Z
"PI040298AD5I212882. FuturePractice:,Id:774,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:54.6924171,Longitude:-4.912073,ParcelSize:501  1000 sqm,Photos:,SensorId:Top garden green,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-06-06T11:04:43.629998+00:",54.692,-4.912,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_semenehy,2019-06-06T09:34:55.000Z,2019-10-29T10:11:04.000Z
PI040297AD5I208467,56.476,-2.882,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gn2xzaf0,2019-05-25T15:58:26.000Z,2019-10-20T09:11:24.000Z
PI040298AD5I212157,52.688,-7.021,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_n3ap312g,2019-05-26T09:20:43.000Z,2019-06-20T12:49:59.000Z
PI040307AA4E027607,51.966,1.015,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9k09wrsy,2019-05-23T17:17:17.000Z,2019-10-25T14:54:06.000Z
"PI040307AA4E028625. FuturePractice:,Id:1237,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Urban suburb,LandUseSpot:Garden area,Latitude:51.44371,Longitude:-1.012542,ParcelSize:501  1000 sqm,Photos:,SensorId:Chard1,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:S,SlopePosition:Footslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-10-29T16:21:54.461467+00:",51.444,-1.012,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1rk0qdfa,2019-05-27T19:16:09.000Z,2019-10-29T14:37:01.000Z
PI040307AA4E027167,53.558,-2.305,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_q2v9xgf2,2019-05-28T18:23:14.000Z,2019-08-06T17:50:42.000Z
PI040298AD5I211436,52.583,-7.308,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gwn19k8z,2019-06-13T07:20:42.000Z,2019-10-30T08:27:30.000Z
